PERIOD,cl_id,MCC,channel_type,currency,TRDATETIME,amount,trx_category,target_flag,target_sum,trx_category_mul,is_weekend,mday,wday,year,ymonth,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/08/2017,4041,4900,type1,810,2017-08-29 00:00:00,38.04,POS,1,137286.9,-1,False,29,1,2017,8,5.0,1.5802405082653763,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,2501,5411,type2,810,2017-07-11 00:00:00,13374.0,POS,1,351435.21,-1,False,11,1,2017,7,17.0,4.1262613188638815,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3502,6011,type1,810,2017-07-14 21:22:52,10000.0,DEPOSIT,0,0.0,1,True,14,4,2017,7,11.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/03/2017,7056,5999,type1,810,2017-03-07 13:37:39,100.0,POS,0,0.0,-1,False,7,1,2017,3,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,6174,5411,type1,810,2017-01-18 00:00:00,105.0,POS,1,111339.85,-1,False,18,2,2017,1,17.0,2.0211892990699383,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6908,5411,type1,810,2017-06-03 00:00:00,169.0,POS,0,0.0,-1,True,3,5,2017,6,17.0,2.2278867046136734,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2017,2632,6012,type2,810,2017-12-18 13:08:51,30000.0,C2C_OUT,1,37328.68,-1,False,18,0,2017,12,11.0,4.477121254719663,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/03/2017,9416,5541,type1,810,2017-03-14 00:00:00,1000.0,POS,0,0.0,-1,False,14,1,2017,3,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,9384,5912,type1,810,2017-10-13 00:00:00,350.0,POS,1,50036.14,-1,True,13,4,2017,10,15.0,2.5440680443502757,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9783,5964,type1,810,2017-03-01 00:00:00,4321.6,POS,1,3619.78,-1,False,1,2,2017,3,12.0,3.635644566843376,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,3884,5411,type1,810,2016-12-05 00:00:00,29.9,POS,1,31.0,-1,False,5,0,2016,12,17.0,1.4756711883244296,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,5504,5411,type1,810,2017-09-16 00:00:00,607.29,POS,1,143103.02,-1,True,16,5,2017,9,17.0,2.783396129829009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2911,5411,type2,810,2017-05-27 00:00:00,1530.0,POS,0,0.0,-1,True,27,5,2017,5,17.0,3.184691430817599,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9434,5411,type1,810,2017-01-24 00:00:00,83.6,POS,0,0.0,-1,False,24,1,2017,1,17.0,1.9222062774390163,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5512,5812,type1,810,2017-02-26 00:00:00,1262.0,POS,1,132653.86,-1,False,26,-1,2017,2,15.0,3.1010593549081156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3377,7996,type3,810,2017-08-27 00:00:00,120.0,POS,0,0.0,-1,False,27,-1,2017,8,14.0,2.0791812460476247,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,2479,5300,type2,810,2017-07-31 00:00:00,58.0,POS,1,129895.32,-1,False,31,0,2017,7,17.0,1.7634279935629373,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,581,5411,type2,810,2017-07-05 00:00:00,717.0,POS,1,134363.48,-1,False,5,2,2017,7,17.0,2.8555191556678,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,7903,5814,type1,810,2017-04-21 00:00:00,762.0,POS,0,0.0,-1,True,21,4,2017,4,15.0,2.8819549713396007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,3103,5814,type2,810,2017-02-03 00:00:00,130.0,POS,1,8513.2,-1,True,3,4,2017,2,15.0,2.113943352306837,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,2140,6012,type2,810,2017-08-13 00:00:00,3000.0,C2C_OUT,1,105286.14,-1,False,13,-1,2017,8,11.0,3.4771212547196626,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/06/2017,2857,5999,type2,810,2017-06-18 00:00:00,36.0,POS,1,73828.31,-1,False,18,-1,2017,6,15.0,1.5563025007672873,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,10163,5411,type1,810,2017-08-01 00:00:00,54.0,POS,0,0.0,-1,False,1,1,2017,8,17.0,1.7323937598229686,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,5904,5943,type1,810,2017-03-02 00:00:00,74.0,POS,0,0.0,-1,False,2,3,2017,3,15.0,1.8692317197309762,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2892,6011,type2,810,2016-12-28 05:20:09,40000.0,WD_ATM_ROS,1,15987.4,-1,False,28,2,2016,12,11.0,4.6020599913279625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/04/2017,913,5411,type2,810,2017-04-24 00:00:00,142.0,POS,1,449004.29,-1,False,24,0,2017,4,17.0,2.1522883443830563,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,9675,5691,type1,810,2017-07-18 00:00:00,14190.0,POS,0,0.0,-1,False,18,1,2017,7,8.0,4.151982395457474,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,4346,5812,type1,810,2017-04-19 00:00:00,270.0,POS,0,0.0,-1,False,19,2,2017,4,15.0,2.4313637641589874,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1626,6011,type2,810,2017-07-01 00:00:00,5000.0,WD_ATM_OTHER,1,183922.99,-1,True,1,5,2017,7,11.0,3.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/11/2016,8199,6011,type1,810,2016-11-02 00:00:00,60000.0,WD_ATM_PARTNER,0,0.0,-1,False,2,2,2016,11,11.0,4.778151250383644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/08/2017,1255,5814,type2,810,2017-08-28 00:00:00,348.0,POS,1,45146.11,-1,False,28,0,2017,8,15.0,2.5415792439465807,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,88,5331,type5,810,2017-04-21 00:00:00,189.0,POS,1,70489.17,-1,True,21,4,2017,4,17.0,2.2764618041732443,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
01/07/2017,1363,5411,type2,810,2017-07-27 00:00:00,403.0,POS,1,361743.04,-1,False,27,3,2017,7,17.0,2.6053050461411096,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,8525,5499,type1,810,2017-05-11 00:00:00,242.0,POS,1,26371.73,-1,False,11,3,2017,5,17.0,2.383815365980431,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2126,6011,type2,810,2017-05-03 14:54:54,5000.0,WD_ATM_ROS,1,146683.68,-1,False,3,2,2017,5,11.0,3.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/02/2017,2345,5411,type2,810,2017-02-13 00:00:00,502.45,POS,1,85673.62,-1,False,13,0,2017,2,17.0,2.7010928505611806,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,3016,5411,type2,810,2016-11-09 00:00:00,1081.62,POS,0,0.0,-1,False,9,2,2016,11,17.0,3.0340747091165445,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,5414,5812,type1,810,2017-04-28 00:00:00,115.0,POS,1,240845.39,-1,True,28,4,2017,4,15.0,2.060697840353612,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2017,2632,6012,type2,810,2017-12-26 17:18:39,950.0,C2C_IN,1,37328.68,1,False,26,1,2017,12,11.0,2.9777236052888476,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
01/12/2016,5288,5941,type1,810,2016-12-18 00:00:00,448.0,POS,0,0.0,-1,False,18,-1,2016,12,15.0,2.651278013998144,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2356,5499,type2,810,2017-05-30 00:00:00,873.13,POS,1,60426.79,-1,False,30,1,2017,5,17.0,2.9410789104632014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,906,4816,type2,810,2017-01-26 06:03:27,150.0,CAT,1,15053.51,-1,False,26,3,2017,1,5.0,2.1760912590556813,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
01/02/2017,8624,5411,type1,810,2017-02-07 00:00:00,4883.52,POS,0,0.0,-1,False,7,1,2017,2,17.0,3.688732970670923,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,763,5814,type2,810,2017-10-02 00:00:00,236.5,POS,1,366398.47,-1,False,2,0,2017,10,15.0,2.3738311450738303,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,375,4829,type2,810,2017-05-03 09:10:44,5000.0,C2C_IN,1,239923.5,1,False,3,2,2017,5,11.0,3.6989700043360187,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
01/09/2017,2438,6012,type2,810,2017-09-22 17:06:27,400.0,C2C_OUT,1,190850.33,-1,True,22,4,2017,9,11.0,2.6020599913279625,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/04/2017,1973,5411,type2,810,2017-04-17 00:00:00,1408.0,POS,1,55978.66,-1,False,17,0,2017,4,17.0,3.1486026548060932,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,3349,5983,type3,810,2017-01-23 00:00:00,674.2,POS,1,38706.39,-1,False,23,0,2017,1,15.0,2.828788748184953,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,9920,5411,type1,810,2017-02-28 00:00:00,155.0,POS,1,26704.45,-1,False,28,1,2017,2,17.0,2.1903316981702914,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5280,5411,type1,810,2017-02-27 00:00:00,69.0,POS,1,20865.2,-1,False,27,0,2017,2,17.0,1.8388490907372552,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,3226,5411,type2,810,2016-11-21 00:00:00,264.5,POS,1,193963.29,-1,False,21,0,2016,11,17.0,2.4224256763712044,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,2486,6011,type2,810,2017-06-14 00:00:00,2000.0,WD_ATM_PARTNER,1,169369.08,-1,False,14,2,2017,6,11.0,3.3010299956639813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01/05/2017,8151,6011,type1,810,2017-05-13 17:42:19,5200.0,DEPOSIT,0,0.0,1,True,13,5,2017,5,11.0,3.716003343634799,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/06/2017,2131,5812,type2,949,2017-06-12 00:00:00,28.5,POS,0,0.0,-1,False,12,0,2017,6,15.0,1.4548448600085102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,2967,5411,type2,810,2016-11-05 00:00:00,1376.41,POS,0,0.0,-1,True,5,5,2016,11,17.0,3.1387478192300917,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,5655,5499,type1,810,2017-05-14 00:00:00,178.0,POS,0,0.0,-1,False,14,-1,2017,5,17.0,2.250420002308894,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,985,4121,type2,810,2017-01-11 00:00:00,478.0,POS,1,38936679.49,-1,False,11,2,2017,1,18.0,2.6794278966121188,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7335,5814,type1,810,2016-12-28 00:00:00,519.0,POS,0,0.0,-1,False,28,2,2016,12,15.0,2.7151673578484576,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,8199,6011,type1,810,2016-11-24 00:00:00,119000.0,WD_ATM_PARTNER,0,0.0,-1,False,24,3,2016,11,11.0,5.075546961392531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/08/2017,9554,6011,type1,810,2017-08-31 14:46:43,100.0,WD_ATM_ROS,0,0.0,-1,False,31,3,2017,8,11.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/06/2017,4682,5411,type1,810,2017-06-05 00:00:00,114.9,POS,1,3388.49,-1,False,5,0,2017,6,17.0,2.060320028688285,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,1478,6011,type2,810,2017-01-05 10:53:14,2000.0,WD_ATM_ROS,1,35595.38,-1,False,5,3,2017,1,11.0,3.3010299956639813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/03/2017,6150,5411,type1,810,2017-03-17 00:00:00,463.0,POS,0,0.0,-1,True,17,4,2017,3,17.0,2.6655809910179533,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,7363,4111,type1,810,2017-03-07 00:00:00,32.0,POS,1,50568.62,-1,False,7,1,2017,3,18.0,1.505149978319906,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1626,6011,type2,810,2017-07-01 14:17:51,6000.0,WD_ATM_ROS,1,183922.99,-1,True,1,5,2017,7,11.0,3.778151250383644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/02/2017,2175,5995,type2,810,2017-02-05 00:00:00,835.0,POS,1,75124.6,-1,False,5,-1,2017,2,15.0,2.921686475483602,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,2703,5411,type2,810,2017-06-12 00:00:00,1824.0,POS,1,80023.94,-1,False,12,0,2017,6,17.0,3.2610248339923973,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1993,5211,type2,810,2017-06-11 00:00:00,2676.0,POS,1,322417.52,-1,False,11,-1,2017,6,17.0,3.4274861090957853,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,9399,5812,type1,810,2017-02-24 00:00:00,935.0,POS,1,117766.8,-1,True,24,4,2017,2,15.0,2.9708116108725178,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,6407,7997,type1,810,2017-01-05 00:00:00,1100.0,POS,0,0.0,-1,False,5,3,2017,1,14.0,3.041392685158225,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,5465,5812,type1,810,2017-06-06 00:00:00,3274.0,POS,1,48975.38,-1,False,6,1,2017,6,15.0,3.5150786750759226,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2949,5411,type2,810,2016-12-14 00:00:00,186.64,POS,1,152.85,-1,False,14,2,2016,12,17.0,2.271004725785696,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,6071,5641,type1,810,2017-02-17 00:00:00,3800.0,POS,1,149034.73,-1,True,17,4,2017,2,8.0,3.57978359661681,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9232,5912,type1,810,2016-12-11 00:00:00,1066.0,POS,0,0.0,-1,False,11,-1,2016,12,15.0,3.0277572046905536,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6575,4121,type1,810,2017-06-22 00:00:00,141.0,POS,0,0.0,-1,False,22,3,2017,6,18.0,2.1492191126553797,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,2777,5814,type2,810,2017-07-04 00:00:00,279.0,POS,1,172474.99,-1,False,4,1,2017,7,15.0,2.4456042032735974,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1324,5814,type2,810,2017-06-08 00:00:00,315.0,POS,1,159059.57,-1,False,8,3,2017,6,15.0,2.4983105537896004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,1304,6011,type2,810,2017-10-09 14:50:07,4000.0,WD_ATM_ROS,1,306763.71,-1,False,9,0,2017,10,11.0,3.6020599913279625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/06/2017,3899,5814,type1,810,2017-06-02 00:00:00,434.0,POS,1,191913.63,-1,True,2,4,2017,6,15.0,2.637489729512511,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3511,5411,type1,810,2017-08-21 00:00:00,928.0,POS,0,0.0,-1,False,21,0,2017,8,17.0,2.967547976218862,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,8989,5411,type1,810,2017-07-29 00:00:00,14446.88,POS,0,0.0,-1,True,29,5,2017,7,17.0,4.159774065425563,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6575,4121,type1,810,2017-06-26 00:00:00,157.0,POS,0,0.0,-1,False,26,0,2017,6,18.0,2.1958996524092336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1284,6011,type2,810,2017-07-28 11:41:56,40000.0,WD_ATM_ROS,1,838.06,-1,True,28,4,2017,7,11.0,4.6020599913279625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/06/2017,9908,5411,type1,810,2017-06-17 00:00:00,242.0,POS,0,0.0,-1,True,17,5,2017,6,17.0,2.383815365980431,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,7026,5411,type1,810,2017-07-29 00:00:00,93.0,POS,0,0.0,-1,True,29,5,2017,7,17.0,1.968482948553935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,9966,5411,type1,810,2017-02-19 00:00:00,781.0,POS,0,0.0,-1,False,19,-1,2017,2,17.0,2.8926510338773004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,5822,4829,type1,810,2016-12-17 11:09:09,3000.0,C2C_IN,0,0.0,1,True,17,5,2016,12,11.0,3.4771212547196626,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/04/2017,9269,5411,type1,810,2017-04-12 00:00:00,202.0,POS,0,0.0,-1,False,12,2,2017,4,17.0,2.305351369446624,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,200,6011,type4,810,2017-07-12 00:00:00,2000.0,WD_ATM_PARTNER,1,364066.52,-1,False,12,2,2017,7,11.0,3.3010299956639813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
01/12/2016,9813,6011,type1,810,2016-12-17 17:31:08,20000.0,WD_ATM_ROS,0,0.0,-1,True,17,5,2016,12,11.0,4.301029995663981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/01/2017,9399,5814,type1,810,2017-01-20 00:00:00,145.0,POS,1,117766.8,-1,True,20,4,2017,1,15.0,2.161368002234975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,6672,4111,type1,810,2016-12-13 00:00:00,35.0,POS,1,4433.6,-1,False,13,1,2016,12,18.0,1.5440680443502757,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,645,5411,type2,810,2017-08-20 00:00:00,697.0,POS,1,186296.68,-1,False,20,-1,2017,8,17.0,2.8432327780980096,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8294,8021,type1,810,2016-12-07 00:00:00,10000.0,POS,1,329.0,-1,False,7,2,2016,12,13.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2018,716,6011,type2,810,2018-03-15 17:27:10,19000.0,WD_ATM_ROS,1,75714.91,-1,False,15,3,2018,3,11.0,4.278753600952829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/05/2017,2072,5812,type2,810,2017-05-09 00:00:00,833.0,POS,1,86150.8,-1,False,9,1,2017,5,15.0,2.9206450014067875,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,6616,7922,type1,810,2017-01-04 00:00:00,440.0,POS,1,163441.74,-1,False,4,2,2017,1,14.0,2.6434526764861874,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4347,5411,type1,810,2017-06-10 00:00:00,296.12,POS,1,137121.3,-1,True,10,5,2017,6,17.0,2.4714677407101644,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,1974,5942,type2,810,2017-02-26 00:00:00,1281.0,POS,1,181364.0,-1,False,26,-1,2017,2,15.0,3.1075491297446862,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9869,5921,type1,810,2017-03-08 00:00:00,459.0,POS,0,0.0,-1,False,8,2,2017,3,15.0,2.661812685537261,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2018,3255,4111,type2,810,2018-02-12 00:00:00,110.0,POS,1,283507.35,-1,False,12,0,2018,2,18.0,2.041392685158225,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,8585,4112,type1,810,2017-07-18 00:00:00,355.0,POS,0,0.0,-1,False,18,1,2017,7,18.0,2.550228353055094,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5612,6011,type1,810,2017-02-02 18:36:58,30000.0,WD_ATM_ROS,1,44341.11,-1,False,2,3,2017,2,11.0,4.477121254719663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/01/2017,9923,5812,type1,810,2017-01-06 00:00:00,317.0,POS,0,0.0,-1,True,6,4,2017,1,15.0,2.5010592622177517,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,1510,5691,type2,810,2017-08-03 00:00:00,5429.0,POS,1,377630.33,-1,False,3,3,2017,8,8.0,3.73471984165568,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,5261,6012,type1,810,2017-06-02 11:53:55,10000.0,C2C_OUT,1,203666.61,-1,True,2,4,2017,6,11.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01/06/2017,696,5541,type2,810,2017-06-09 00:00:00,1870.05,POS,0,0.0,-1,True,9,4,2017,6,1.0,3.2718532185331815,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9507,6011,type1,810,2017-03-02 00:00:00,24000.0,WD_ATM_OTHER,0,0.0,-1,False,2,3,2017,3,11.0,4.380211241711606,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/01/2017,9756,6011,type1,810,2017-01-25 17:54:57,7000.0,DEPOSIT,0,0.0,1,False,25,2,2017,1,11.0,3.845098040014257,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/04/2017,2592,5651,type2,810,2017-04-06 00:00:00,1999.0,POS,1,4926.0,-1,False,6,3,2017,4,8.0,3.3008127941181167,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,267,4812,type4,810,2016-12-14 00:00:00,820.0,POS,1,208755.31,-1,False,14,2,2016,12,5.0,2.9138138523837167,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,1035,5411,type2,810,2017-04-29 00:00:00,124.0,POS,1,9706.8,-1,True,29,5,2017,4,17.0,2.093421685162235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,8419,8211,type1,810,2017-05-21 00:00:00,1200.0,POS,1,6637.83,-1,False,21,-1,2017,5,13.0,3.0791812460476247,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7465,5812,type1,810,2017-02-18 00:00:00,1780.0,POS,1,193883.58,-1,True,18,5,2017,2,15.0,3.250420002308894,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,2730,5411,type2,810,2017-10-23 00:00:00,166.7,POS,1,27330.87,-1,False,23,0,2017,10,17.0,2.2219355998280053,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2018,5057,5331,type1,810,2018-02-15 00:00:00,45.0,POS,1,70111.98,-1,False,15,3,2018,2,17.0,1.6532125137753437,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7053,6011,type1,810,2017-02-15 08:22:15,10000.0,DEPOSIT,1,590688.0,1,False,15,2,2017,2,11.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,2655,5411,type2,810,2017-08-13 00:00:00,1209.78,POS,1,535604.54,-1,False,13,-1,2017,8,17.0,3.0827064005040854,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1704,5200,type2,810,2017-06-08 00:00:00,1102.0,POS,1,16160.8,-1,False,8,3,2017,6,17.0,3.042181594515766,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1154,5211,type2,810,2017-06-20 00:00:00,1503.12,POS,1,80543.14,-1,False,20,1,2017,6,17.0,3.176993653412914,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,975,7298,type2,810,2017-07-21 00:00:00,700.0,POS,1,58404.74,-1,True,21,4,2017,7,7.0,2.845098040014257,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2062,4829,type2,810,2017-05-18 12:03:28,300.0,C2C_OUT,1,220500.27,-1,False,18,3,2017,5,11.0,2.4771212547196626,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/09/2017,3142,5211,type2,810,2017-09-03 00:00:00,644.0,POS,1,5488.5,-1,False,3,-1,2017,9,17.0,2.808885867359812,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,2469,5541,type2,810,2017-01-24 00:00:00,1753.7,POS,1,12940.16,-1,False,24,1,2017,1,1.0,3.2439553019787413,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3290,5999,type2,810,2017-07-19 00:00:00,3680.0,POS,1,257570.52,-1,False,19,2,2017,7,15.0,3.5658478186735176,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,4014,6011,type1,810,2017-02-06 09:29:44,2300.0,WD_ATM_ROS,1,91697.35,-1,False,6,0,2017,2,11.0,3.361727836017593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/12/2016,5644,5411,type1,810,2016-12-21 00:00:00,385.2,POS,1,341.66,-1,False,21,2,2016,12,17.0,2.585686278452497,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1352,5812,type2,810,2017-06-02 00:00:00,220.0,POS,1,127844.36,-1,True,2,4,2017,6,15.0,2.342422680822206,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9307,5411,type1,810,2016-12-26 00:00:00,687.1,POS,1,10489.22,-1,False,26,0,2016,12,17.0,2.837019948540908,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1755,5812,type2,810,2017-07-25 00:00:00,1740.0,POS,1,283662.5,-1,False,25,1,2017,7,15.0,3.2405492482825995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
